Steps    Con      Chain    Chi      Excluded Rama     Contact  Fragment Beta     Pap      Helical  DH       Total   
0        1152.60  889.09   222.64   70.09    -2278.81 -1503.27 -5672.60 -408.50  -154.03  -122.14  -17.79   -7822.71
1        1153.26  895.15   223.88   67.82    -2292.84 -1492.27 -5661.16 -384.49  -151.33  -115.47  -16.84   -7774.28
2        1155.27  883.18   216.73   77.42    -2284.69 -1493.21 -5658.32 -396.07  -153.56  -115.05  -15.32   -7783.61
3        1193.24  865.64   207.10   75.56    -2254.16 -1495.47 -5665.04 -382.30  -151.91  -116.43  -16.25   -7740.01
4        1238.17  867.83   217.93   81.46    -2276.00 -1487.38 -5664.78 -392.17  -150.23  -116.37  -17.70   -7699.23
5        1206.44  872.00   211.39   83.41    -2242.60 -1496.67 -5671.85 -379.11  -151.14  -124.72  -15.42   -7708.28
6        1205.73  856.28   225.33   65.56    -2297.63 -1477.65 -5663.81 -380.53  -150.26  -117.61  -16.07   -7750.68
7        1198.50  871.26   221.99   90.20    -2264.24 -1485.11 -5654.71 -407.06  -152.59  -120.08  -13.59   -7715.42
8        1214.24  897.84   213.66   72.11    -2267.68 -1504.37 -5662.48 -364.42  -151.37  -116.38  -18.40   -7687.25
9        1229.20  879.54   221.58   66.24    -2308.92 -1493.19 -5671.73 -379.09  -152.41  -115.46  -18.55   -7742.78
10       1246.30  870.17   230.03   74.74    -2271.46 -1495.43 -5663.99 -394.67  -150.17  -123.00  -16.75   -7694.22
11       1206.34  879.06   219.07   74.56    -2248.48 -1482.44 -5655.59 -377.62  -151.73  -119.37  -15.93   -7672.13
12       1192.31  877.90   209.28   72.90    -2272.31 -1509.87 -5659.77 -389.96  -153.37  -119.80  -17.13   -7769.83
13       1216.50  886.88   237.53   85.09    -2258.92 -1484.56 -5664.49 -394.35  -154.25  -122.51  -17.46   -7670.55
14       1182.91  860.31   221.59   71.54    -2270.53 -1495.89 -5672.14 -402.19  -150.63  -116.94  -17.79   -7789.76
15       1200.76  908.54   219.32   62.77    -2269.09 -1483.12 -5663.94 -406.51  -152.94  -123.46  -15.02   -7722.69
16       1174.53  878.38   220.49   82.10    -2282.34 -1482.63 -5657.66 -399.24  -151.52  -118.07  -16.75   -7752.72
17       1188.40  878.52   226.91   71.18    -2277.80 -1491.78 -5665.04 -377.59  -149.67  -116.93  -16.01   -7729.82
18       1219.10  850.21   219.40   92.88    -2264.55 -1496.31 -5663.37 -414.67  -153.03  -125.33  -16.86   -7752.53
19       1192.82  891.60   208.44   68.68    -2286.82 -1481.67 -5651.02 -378.72  -150.74  -120.06  -16.52   -7723.99
