Steps    Con      Chain    Chi      Excluded Rama     Contact  Fragment Beta     Pap      Helical  DH       Total   
0        1159.55  877.14   218.69   69.21    -2276.23 -1518.21 -5679.23 -394.01  -154.23  -121.27  -15.77   -7834.36
1        1136.45  895.79   221.85   68.36    -2287.64 -1511.51 -5663.39 -385.43  -149.52  -114.70  -14.08   -7803.81
2        1149.35  878.65   218.00   77.76    -2279.66 -1501.43 -5666.65 -406.45  -152.17  -116.84  -14.13   -7813.57
3        1207.64  869.48   204.92   76.83    -2246.09 -1507.48 -5682.19 -382.24  -151.91  -117.34  -14.15   -7742.53
4        1237.93  863.54   216.72   84.29    -2275.97 -1501.19 -5671.44 -406.20  -150.23  -116.37  -14.70   -7733.62
5        1209.26  866.04   210.70   82.01    -2237.13 -1506.03 -5668.43 -408.49  -150.06  -124.67  -15.39   -7742.16
6        1210.90  851.41   226.83   68.09    -2290.47 -1507.52 -5679.28 -383.89  -150.28  -118.49  -14.60   -7787.28
7        1200.15  872.27   220.54   91.17    -2263.17 -1521.85 -5661.92 -403.15  -158.17  -120.02  -14.80   -7758.94
8        1218.04  902.30   216.37   70.95    -2263.82 -1508.43 -5673.26 -359.71  -151.37  -117.40  -14.47   -7680.81
9        1223.32  877.64   220.49   67.08    -2299.31 -1515.42 -5666.17 -385.21  -152.41  -116.24  -14.27   -7760.52
10       1242.45  885.09   231.43   75.53    -2254.18 -1521.39 -5662.41 -394.46  -150.20  -121.42  -15.47   -7685.02
11       1213.49  877.78   221.80   75.24    -2244.50 -1498.31 -5670.40 -387.60  -151.73  -121.51  -15.44   -7701.18
12       1192.71  876.71   209.88   73.79    -2270.88 -1518.87 -5682.27 -390.98  -152.71  -121.17  -14.99   -7798.77
13       1205.55  886.34   240.89   85.06    -2257.07 -1514.41 -5678.56 -392.97  -152.73  -122.65  -14.66   -7715.21
14       1182.74  865.32   223.80   71.60    -2257.90 -1504.68 -5677.87 -398.24  -150.63  -117.48  -14.30   -7777.64
15       1200.25  906.46   221.68   63.69    -2263.62 -1513.27 -5676.30 -416.97  -153.05  -121.99  -14.13   -7767.26
16       1169.57  880.56   217.78   85.16    -2276.21 -1490.91 -5675.80 -409.42  -151.59  -120.29  -14.11   -7785.27
17       1188.03  883.52   224.41   70.88    -2276.83 -1503.73 -5672.53 -377.34  -149.67  -117.90  -14.14   -7745.30
18       1213.79  860.32   219.25   93.48    -2259.67 -1517.36 -5673.42 -406.14  -152.15  -125.25  -14.33   -7761.48
19       1192.63  890.79   203.88   68.43    -2283.05 -1502.37 -5673.53 -393.43  -150.75  -121.23  -13.86   -7782.49
