Steps    Con      Chain    Chi      Excluded Rama     Contact  Fragment Beta     Pap      Helical  DH       Total   
0        1145.62  878.97   217.39   71.32    -2260.65 -1536.59 -5659.31 -400.83  -156.55  -121.06  -14.96   -7836.65
1        1145.20  888.39   221.07   66.74    -2282.20 -1523.71 -5645.65 -397.62  -150.13  -114.70  -15.05   -7807.67
2        1149.55  882.63   216.51   76.68    -2270.03 -1537.78 -5645.07 -402.48  -154.96  -115.05  -14.24   -7814.23
3        1192.81  870.49   205.23   75.67    -2245.11 -1544.06 -5659.15 -394.67  -152.42  -116.39  -14.55   -7782.16
4        1244.36  867.79   213.58   83.02    -2264.17 -1524.37 -5653.60 -407.18  -152.11  -117.23  -14.63   -7724.51
5        1208.92  867.35   211.25   83.97    -2236.14 -1516.52 -5651.79 -390.05  -151.05  -123.59  -14.31   -7711.95
6        1201.50  858.38   226.25   67.33    -2279.99 -1521.74 -5658.78 -402.78  -152.22  -117.61  -15.00   -7794.65
7        1200.49  866.20   218.33   89.92    -2249.50 -1535.21 -5639.98 -419.22  -155.42  -118.73  -13.76   -7756.89
8        1221.63  894.87   214.46   71.39    -2257.86 -1535.53 -5653.03 -381.69  -153.76  -116.38  -14.78   -7710.68
9        1220.90  873.97   220.24   68.88    -2296.89 -1529.83 -5649.07 -387.81  -155.21  -115.31  -15.14   -7765.25
10       1241.54  874.93   229.38   74.61    -2251.42 -1531.83 -5644.74 -403.12  -150.52  -121.42  -15.21   -7697.80
11       1208.21  877.27   219.78   75.31    -2237.01 -1534.47 -5650.80 -396.26  -152.64  -119.37  -15.39   -7725.38
12       1189.76  872.27   211.30   74.43    -2254.30 -1542.04 -5655.01 -399.22  -154.72  -119.80  -14.82   -7792.16
13       1211.96  887.77   234.83   86.98    -2245.48 -1529.96 -5654.00 -398.34  -154.51  -120.91  -15.32   -7696.98
14       1179.48  858.15   220.01   73.08    -2254.94 -1530.78 -5661.95 -415.75  -153.18  -116.94  -14.96   -7817.77
15       1196.97  909.04   221.16   65.16    -2252.82 -1533.62 -5650.65 -425.55  -154.81  -120.63  -14.32   -7760.06
16       1182.17  874.59   216.85   82.35    -2264.34 -1524.04 -5654.99 -420.20  -153.51  -118.07  -14.78   -7793.97
17       1199.64  882.27   224.44   72.70    -2263.82 -1526.14 -5650.77 -399.36  -152.28  -116.67  -14.43   -7744.42
18       1215.94  850.96   219.04   93.82    -2252.03 -1536.58 -5652.72 -409.48  -154.55  -123.35  -14.15   -7763.09
19       1190.16  891.63   202.78   70.99    -2274.21 -1524.33 -5645.50 -395.99  -152.38  -120.06  -14.20   -7771.11
