Steps    Con      Chain    Chi      Excluded Rama     Contact  Fragment Beta     Pap      Helical  DH       Total   
0        1154.88  876.43   221.12   69.05    -2270.77 -1496.78 -5669.50 -416.09  -162.35  -121.13  -15.78   -7830.94
1        1153.09  894.58   219.73   66.61    -2290.26 -1489.79 -5656.47 -428.29  -159.33  -114.77  -15.65   -7820.55
2        1154.57  884.02   217.91   76.43    -2281.23 -1494.60 -5657.66 -426.32  -158.88  -115.41  -14.77   -7815.94
3        1195.64  866.03   205.90   75.91    -2240.94 -1505.74 -5667.99 -416.65  -158.74  -116.45  -14.89   -7777.91
4        1234.51  863.13   215.04   82.21    -2272.95 -1487.05 -5665.15 -424.03  -158.21  -117.09  -15.32   -7744.91
5        1210.30  869.33   208.18   83.37    -2243.46 -1492.69 -5660.70 -404.22  -160.38  -123.66  -15.11   -7729.03
6        1201.52  865.44   225.01   66.59    -2283.35 -1487.29 -5669.86 -424.94  -157.05  -118.38  -16.01   -7798.33
7        1195.88  866.08   219.32   90.89    -2254.78 -1503.39 -5652.90 -427.91  -159.95  -119.62  -14.30   -7760.68
8        1219.08  893.18   213.59   71.40    -2258.18 -1507.17 -5661.12 -385.83  -158.50  -116.45  -15.44   -7705.46
9        1226.05  872.18   221.81   67.84    -2296.03 -1503.56 -5662.66 -403.05  -159.06  -115.50  -15.71   -7767.69
10       1241.72  873.97   231.55   76.26    -2259.37 -1499.38 -5656.58 -425.30  -157.90  -122.16  -16.30   -7713.50
11       1218.43  875.12   222.71   75.52    -2237.04 -1497.09 -5660.81 -406.84  -158.22  -119.44  -15.99   -7703.64
12       1191.18  870.09   208.98   72.54    -2261.08 -1515.87 -5668.87 -400.10  -159.75  -119.87  -15.61   -7798.35
13       1214.33  893.83   236.63   84.08    -2246.20 -1487.87 -5662.17 -409.34  -161.50  -120.98  -15.99   -7675.18
14       1178.14  864.44   220.26   71.07    -2259.72 -1496.61 -5674.70 -440.41  -156.93  -117.05  -15.74   -7827.25
15       1203.58  913.40   223.98   62.85    -2264.53 -1494.29 -5661.60 -439.91  -160.72  -121.53  -15.20   -7753.98
16       1173.91  879.87   218.67   83.63    -2262.98 -1489.18 -5666.13 -437.27  -159.47  -118.16  -15.34   -7792.45
17       1195.85  880.50   227.09   70.67    -2266.87 -1489.94 -5661.63 -407.65  -157.30  -116.84  -15.13   -7741.24
18       1218.79  850.46   217.14   95.44    -2253.24 -1504.57 -5661.13 -432.80  -162.19  -123.42  -15.47   -7770.99
19       1190.12  890.62   205.18   69.09    -2277.92 -1490.66 -5657.88 -416.69  -160.41  -120.63  -14.75   -7783.93
