#X		Y		Free		Pro
0.025000	0.020000	9999999.000000	0.000000
0.025000	0.060000	9999999.000000	0.000000
0.025000	0.100000	9999999.000000	0.000000
0.025000	0.140000	9999999.000000	0.000000
0.025000	0.180000	9999999.000000	0.000000
0.025000	0.220000	9999999.000000	0.000000
0.025000	0.260000	9999999.000000	0.000000
0.025000	0.300000	9999999.000000	0.000000
0.025000	0.340000	9999999.000000	0.000000
0.025000	0.380000	9999999.000000	0.000000
0.025000	0.420000	48.933391	0.000000
0.025000	0.460000	47.560679	0.000000
0.025000	0.500000	47.210264	0.000000
0.025000	0.540000	46.991041	0.000000
0.025000	0.580000	46.991041	0.000000
0.025000	0.620000	47.477359	0.000000
0.025000	0.660000	48.278441	0.000000
0.025000	0.700000	9999999.000000	0.000000
0.025000	0.740000	9999999.000000	0.000000
0.025000	0.780000	9999999.000000	0.000000
0.025000	0.820000	9999999.000000	0.000000
0.025000	0.860000	9999999.000000	0.000000
0.025000	0.900000	9999999.000000	0.000000
0.025000	0.940000	9999999.000000	0.000000
0.025000	0.980000	9999999.000000	0.000000

0.075000	0.020000	9999999.000000	0.000000
0.075000	0.060000	9999999.000000	0.000000
0.075000	0.100000	9999999.000000	0.000000
0.075000	0.140000	9999999.000000	0.000000
0.075000	0.180000	9999999.000000	0.000000
0.075000	0.220000	9999999.000000	0.000000
0.075000	0.260000	9999999.000000	0.000000
0.075000	0.300000	9999999.000000	0.000000
0.075000	0.340000	25.624837	0.000000
0.075000	0.380000	24.349013	0.000000
0.075000	0.420000	23.488482	0.000000
0.075000	0.460000	23.292641	0.000000
0.075000	0.500000	23.558700	0.000000
0.075000	0.540000	23.179000	0.000000
0.075000	0.580000	22.602953	0.000000
0.075000	0.620000	22.780740	0.000000
0.075000	0.660000	23.587321	0.000000
0.075000	0.700000	24.508941	0.000000
0.075000	0.740000	25.383114	0.000000
0.075000	0.780000	9999999.000000	0.000000
0.075000	0.820000	9999999.000000	0.000000
0.075000	0.860000	9999999.000000	0.000000
0.075000	0.900000	9999999.000000	0.000000
0.075000	0.940000	9999999.000000	0.000000
0.075000	0.980000	9999999.000000	0.000000

0.125000	0.020000	9999999.000000	0.000000
0.125000	0.060000	9999999.000000	0.000000
0.125000	0.100000	9999999.000000	0.000000
0.125000	0.140000	9999999.000000	0.000000
0.125000	0.180000	9999999.000000	0.000000
0.125000	0.220000	9999999.000000	0.000000
0.125000	0.260000	9999999.000000	0.000000
0.125000	0.300000	9999999.000000	0.000000
0.125000	0.340000	9999999.000000	0.000000
0.125000	0.380000	9999999.000000	0.000000
0.125000	0.420000	15.445509	0.000000
0.125000	0.460000	15.076461	0.000000
0.125000	0.500000	14.539447	0.000000
0.125000	0.540000	14.047779	0.000000
0.125000	0.580000	13.493411	0.000000
0.125000	0.620000	13.290522	0.000000
0.125000	0.660000	13.872205	0.000000
0.125000	0.700000	15.032281	0.000000
0.125000	0.740000	15.950635	0.000000
0.125000	0.780000	9999999.000000	0.000000
0.125000	0.820000	9999999.000000	0.000000
0.125000	0.860000	9999999.000000	0.000000
0.125000	0.900000	9999999.000000	0.000000
0.125000	0.940000	9999999.000000	0.000000
0.125000	0.980000	9999999.000000	0.000000

0.175000	0.020000	9999999.000000	0.000000
0.175000	0.060000	9999999.000000	0.000000
0.175000	0.100000	9999999.000000	0.000000
0.175000	0.140000	9999999.000000	0.000000
0.175000	0.180000	9999999.000000	0.000000
0.175000	0.220000	9999999.000000	0.000000
0.175000	0.260000	9999999.000000	0.000000
0.175000	0.300000	11.815006	0.000000
0.175000	0.340000	11.815006	0.000000
0.175000	0.380000	10.575324	0.000000
0.175000	0.420000	9.945746	0.000000
0.175000	0.460000	9.896037	0.000000
0.175000	0.500000	9.896037	0.000000
0.175000	0.540000	9.299499	0.000000
0.175000	0.580000	8.499943	0.000000
0.175000	0.620000	8.345298	0.000000
0.175000	0.660000	9.046200	0.000000
0.175000	0.700000	10.988551	0.000000
0.175000	0.740000	9999999.000000	0.000000
0.175000	0.780000	9999999.000000	0.000000
0.175000	0.820000	9999999.000000	0.000000
0.175000	0.860000	9999999.000000	0.000000
0.175000	0.900000	9999999.000000	0.000000
0.175000	0.940000	9999999.000000	0.000000
0.175000	0.980000	9999999.000000	0.000000

0.225000	0.020000	9999999.000000	0.000000
0.225000	0.060000	9999999.000000	0.000000
0.225000	0.100000	9999999.000000	0.000000
0.225000	0.140000	9999999.000000	0.000000
0.225000	0.180000	9999999.000000	0.000000
0.225000	0.220000	9999999.000000	0.000000
0.225000	0.260000	9999999.000000	0.000000
0.225000	0.300000	13.332281	0.000000
0.225000	0.340000	12.264104	0.000000
0.225000	0.380000	11.517255	0.000000
0.225000	0.420000	10.580925	0.000000
0.225000	0.460000	10.976703	0.000000
0.225000	0.500000	11.959569	0.000000
0.225000	0.540000	11.345750	0.000000
0.225000	0.580000	10.557770	0.000000
0.225000	0.620000	10.435049	0.000000
0.225000	0.660000	11.104027	0.000000
0.225000	0.700000	12.264104	0.000000
0.225000	0.740000	9999999.000000	0.000000
0.225000	0.780000	9999999.000000	0.000000
0.225000	0.820000	9999999.000000	0.000000
0.225000	0.860000	9999999.000000	0.000000
0.225000	0.900000	9999999.000000	0.000000
0.225000	0.940000	9999999.000000	0.000000
