50 0.286 0.385
51 0.291 0.396
52 0.302 0.383
53 0.286 0.419
54 0.289 0.423
55 0.290 0.388
56 0.312 0.296
57 0.293 0.344
58 0.308 0.394
59 0.300 0.376
60 0.293 0.357
61 0.311 0.432
62 0.293 0.374
63 0.296 0.395
64 0.281 0.364
65 0.302 0.383
66 0.298 0.396
67 0.291 0.355
68 0.297 0.354
69 0.286 0.375
70 0.300 0.371
71 0.307 0.443
72 0.291 0.408
73 0.313 0.461
74 0.287 0.376
75 0.294 0.410
76 0.310 0.344
77 0.305 0.398
78 0.305 0.370
79 0.311 0.424
80 0.301 0.391
81 0.285 0.427
82 0.313 0.393
83 0.294 0.398
84 0.307 0.444
85 0.287 0.424
86 0.295 0.381
87 0.287 0.348
88 0.283 0.342
89 0.287 0.348
90 0.284 0.360
91 0.308 0.392
92 0.300 0.425
93 0.305 0.354
94 0.288 0.419
95 0.305 0.411
96 0.278 0.309
97 0.275 0.341
98 0.276 0.326
99 0.295 0.330
100 0.274 0.284
101 0.272 0.301
102 0.284 0.292
103 0.276 0.292
104 0.286 0.347
105 0.284 0.329
106 0.298 0.337
107 0.305 0.307
108 0.321 0.309
109 0.293 0.329
110 0.302 0.327
111 0.292 0.322
112 0.281 0.287
113 0.279 0.262
114 0.278 0.275
115 0.277 0.283
116 0.273 0.284
117 0.274 0.283
118 0.277 0.278
119 0.269 0.253
120 0.292 0.282
121 0.293 0.287
122 0.273 0.293
123 0.294 0.294
124 0.281 0.281
125 0.284 0.274
126 0.281 0.288
127 0.277 0.274
128 0.280 0.292
129 0.275 0.267
130 0.275 0.284
131 0.274 0.294
132 0.286 0.296
133 0.270 0.299
134 0.280 0.286
135 0.279 0.284
136 0.281 0.280
137 0.285 0.300
138 0.287 0.289
139 0.287 0.286
140 0.288 0.278
141 0.279 0.296
142 0.276 0.266
143 0.281 0.292
144 0.275 0.269
145 0.276 0.268
146 0.272 0.266
147 0.289 0.293
148 0.276 0.268
149 0.275 0.290
150 0.264 0.295
151 0.270 0.269
152 0.280 0.292
153 0.284 0.294
154 0.286 0.300
155 0.266 0.294
156 0.281 0.282
157 0.280 0.271
158 0.269 0.284
159 0.266 0.280
160 0.285 0.270
161 0.281 0.308
162 0.273 0.279
163 0.277 0.280
164 0.286 0.284
165 0.283 0.267
166 0.275 0.300
167 0.275 0.292
168 0.283 0.273
169 0.280 0.270
170 0.282 0.252
171 0.269 0.268
172 0.280 0.270
173 0.271 0.287
174 0.288 0.286
175 0.272 0.279
176 0.280 0.277
177 0.287 0.278
178 0.277 0.271
179 0.280 0.258
180 0.273 0.269
181 0.291 0.294
182 0.280 0.270
183 0.293 0.292
184 0.272 0.278
185 0.279 0.264
186 0.266 0.281
187 0.285 0.273
188 0.283 0.296
189 0.280 0.270
190 0.282 0.258
191 0.276 0.266
192 0.270 0.280
193 0.284 0.283
194 0.268 0.277
195 0.280 0.293
196 0.275 0.300
197 0.276 0.278
198 0.283 0.271
199 0.287 0.267
200 0.294 0.281
201 0.282 0.290
202 0.280 0.313
203 0.268 0.281
204 0.267 0.275
205 0.272 0.281
206 0.281 0.269
207 0.279 0.281
208 0.286 0.275
209 0.269 0.271
210 0.282 0.264
211 0.277 0.280
212 0.269 0.279
213 0.280 0.270
214 0.270 0.281
215 0.277 0.270
216 0.279 0.297
217 0.284 0.280
218 0.279 0.282
219 0.276 0.262
220 0.281 0.278
221 0.283 0.290
222 0.273 0.279
223 0.278 0.285
224 0.283 0.279
225 0.278 0.293
226 0.271 0.288
227 0.276 0.275
228 0.282 0.266
229 0.276 0.284
230 0.282 0.287
231 0.282 0.277
232 0.280 0.278
233 0.275 0.280
234 0.283 0.270
235 0.274 0.285
236 0.271 0.273
237 0.272 0.274
238 0.294 0.290
239 0.274 0.270
240 0.281 0.281
241 0.278 0.294
242 0.284 0.284
243 0.280 0.287
244 0.280 0.298
245 0.277 0.278
246 0.284 0.282
247 0.274 0.284
248 0.271 0.265
249 0.271 0.276
250 0.285 0.301
251 0.292 0.280
252 0.283 0.278
253 0.276 0.280
254 0.269 0.282
255 0.275 0.275
256 0.290 0.297
257 0.279 0.266
258 0.291 0.276
259 0.281 0.274
260 0.265 0.276
261 0.288 0.286
262 0.285 0.276
263 0.265 0.273
264 0.288 0.284
265 0.277 0.265
266 0.282 0.268
267 0.286 0.271
268 0.281 0.277
269 0.272 0.277
270 0.277 0.285
271 0.288 0.298
272 0.270 0.289
273 0.279 0.271
274 0.275 0.279
275 0.274 0.300
276 0.282 0.280
277 0.284 0.289
278 0.286 0.277
279 0.274 0.291
280 0.272 0.295
281 0.289 0.298
282 0.294 0.301
283 0.296 0.271
284 0.269 0.287
285 0.281 0.264
286 0.288 0.276
287 0.286 0.277
288 0.278 0.273
289 0.267 0.273
290 0.288 0.271
291 0.282 0.298
292 0.289 0.289
293 0.281 0.281
294 0.285 0.281
295 0.273 0.281
296 0.278 0.283
297 0.276 0.279
298 0.287 0.267
299 0.277 0.257
