Steps    Con      Chain    Chi      Excluded Rama     Contact  Fragment Beta     Pap      Helical  DH       Total   
0        1149.04  882.29   220.71   68.94    -2277.04 -1491.42 -5675.91 -398.54  -154.03  -124.04  -15.29   -7815.27
1        1153.52  893.57   221.30   70.69    -2291.88 -1475.82 -5666.09 -393.78  -149.51  -118.69  -14.63   -7771.31
2        1157.56  882.76   217.35   80.26    -2274.81 -1486.14 -5646.78 -444.21  -160.98  -116.87  -14.14   -7806.02
3        1194.76  864.85   206.10   75.92    -2247.55 -1496.82 -5658.15 -414.43  -160.03  -116.90  -14.91   -7767.16
4        1240.79  862.48   217.39   81.36    -2268.91 -1480.38 -5669.37 -392.17  -150.23  -118.63  -14.95   -7692.62
5        1205.98  862.72   209.71   82.32    -2249.32 -1483.52 -5675.50 -379.11  -150.04  -128.56  -14.26   -7719.57
6        1205.59  856.85   230.55   65.69    -2286.14 -1476.11 -5658.99 -418.79  -162.04  -118.64  -15.04   -7777.07
7        1199.71  874.18   220.95   89.22    -2258.93 -1486.90 -5654.69 -414.16  -152.59  -122.25  -13.52   -7718.98
8        1210.04  891.71   214.14   72.80    -2252.05 -1505.99 -5655.48 -399.36  -160.69  -117.83  -14.88   -7717.59
9        1223.47  872.30   221.21   65.79    -2306.18 -1485.62 -5670.22 -373.22  -152.41  -117.84  -15.61   -7738.34
10       1242.06  871.76   230.07   74.41    -2264.62 -1494.92 -5664.40 -394.67  -150.17  -125.49  -15.59   -7691.57
11       1208.81  875.03   218.36   77.58    -2241.43 -1482.22 -5645.11 -428.12  -162.38  -121.64  -15.10   -7716.21
12       1192.25  873.92   208.34   73.48    -2266.27 -1508.57 -5656.06 -424.99  -164.61  -121.27  -15.68   -7809.46
13       1211.40  882.26   235.99   84.61    -2251.24 -1481.80 -5673.84 -383.82  -152.63  -125.28  -15.09   -7669.44
14       1177.71  862.89   220.20   71.17    -2265.95 -1488.93 -5665.28 -428.21  -157.34  -119.33  -15.09   -7808.15
15       1204.19  911.54   220.48   62.67    -2266.93 -1480.38 -5668.29 -406.51  -152.94  -126.54  -14.60   -7717.30
16       1169.64  879.61   217.69   85.31    -2276.08 -1476.75 -5657.32 -433.15  -160.91  -118.07  -14.51   -7784.54
17       1187.70  881.21   223.87   73.27    -2265.49 -1488.94 -5651.65 -407.75  -152.55  -117.64  -14.19   -7732.15
18       1215.19  849.63   217.23   92.07    -2258.52 -1491.69 -5669.05 -410.37  -152.15  -128.09  -14.99   -7750.74
19       1185.56  891.24   208.83   67.14    -2279.45 -1479.16 -5645.25 -416.99  -158.16  -122.09  -14.17   -7762.50
