Steps    Con      Chain    Chi      Excluded Rama     Contact  Fragment Beta     Pap      Helical  DH       Total   
0        1150.95  878.28   221.38   68.80    -2282.77 -1499.73 -5708.81 -387.84  -154.03  -132.99  -15.94   -7862.70
1        1145.77  895.09   220.61   66.74    -2295.94 -1483.25 -5694.30 -384.29  -149.51  -127.63  -15.11   -7821.83
2        1157.64  882.68   219.79   75.26    -2283.78 -1487.64 -5694.23 -388.07  -152.16  -123.55  -15.02   -7809.09
3        1200.65  868.06   208.30   75.28    -2255.21 -1503.55 -5703.91 -382.55  -151.91  -125.76  -15.96   -7786.56
4        1241.15  874.55   215.74   81.64    -2280.71 -1482.00 -5705.67 -392.17  -150.23  -129.41  -15.06   -7742.17
5        1209.54  863.71   210.39   81.86    -2249.74 -1496.61 -5690.79 -379.06  -150.04  -134.43  -14.71   -7749.89
6        1202.27  854.36   224.40   64.95    -2289.17 -1490.64 -5704.32 -380.54  -150.26  -128.74  -15.81   -7813.50
7        1197.09  875.09   221.44   88.91    -2263.33 -1496.26 -5690.71 -398.94  -152.59  -132.43  -13.79   -7765.51
8        1222.63  895.70   216.08   70.39    -2261.10 -1499.08 -5699.97 -359.50  -151.37  -129.31  -15.24   -7710.77
9        1235.46  877.40   222.04   66.58    -2302.86 -1502.52 -5699.37 -373.22  -152.41  -125.25  -15.84   -7770.00
10       1245.17  880.50   231.18   76.03    -2266.11 -1504.81 -5691.91 -394.35  -150.17  -130.86  -17.19   -7722.52
11       1215.41  875.42   222.90   74.14    -2249.95 -1493.17 -5698.69 -378.17  -151.73  -131.57  -16.44   -7731.86
12       1192.01  871.07   212.96   73.33    -2272.11 -1499.86 -5706.38 -379.91  -152.70  -129.70  -15.27   -7806.55
13       1208.21  887.20   236.53   85.07    -2254.80 -1487.38 -5700.75 -379.78  -152.63  -133.54  -16.86   -7708.75
14       1180.13  867.48   220.87   70.69    -2268.73 -1495.53 -5712.71 -396.51  -150.63  -130.09  -15.60   -7830.64
15       1212.93  909.93   220.32   64.03    -2265.82 -1496.38 -5697.56 -406.41  -152.94  -130.91  -16.49   -7759.30
16       1173.44  876.03   218.86   81.43    -2279.84 -1481.96 -5705.26 -399.36  -151.51  -130.71  -14.91   -7813.78
17       1196.89  882.40   226.46   70.65    -2276.56 -1497.28 -5698.67 -377.98  -149.67  -128.40  -14.40   -7766.56
18       1214.76  855.26   221.15   93.25    -2262.44 -1502.58 -5702.06 -394.93  -152.15  -136.49  -14.75   -7780.98
19       1192.04  893.31   204.12   69.52    -2279.51 -1491.08 -5696.22 -383.22  -150.74  -130.64  -14.29   -7786.73
