Steps    Con      Chain    Chi      Excluded Rama     Contact  Fragment Beta     Pap      Helical  DH       Total   
0        1147.35  878.92   218.57   69.87    -2280.61 -1534.43 -5676.70 -394.08  -154.25  -121.06  -15.32   -7861.72
1        1139.68  892.84   225.12   69.35    -2292.90 -1518.37 -5664.42 -393.91  -149.51  -114.70  -15.23   -7822.06
2        1148.46  886.87   218.21   79.22    -2284.98 -1532.49 -5662.54 -398.55  -152.47  -115.05  -14.46   -7827.78
3        1198.66  872.93   206.34   77.71    -2258.61 -1524.79 -5676.87 -382.24  -151.91  -116.40  -15.43   -7770.60
4        1242.35  868.25   214.72   83.61    -2276.60 -1513.73 -5672.09 -415.45  -152.97  -117.23  -14.77   -7753.92
5        1212.67  866.16   212.76   82.93    -2248.49 -1519.27 -5671.04 -389.89  -150.51  -123.59  -14.49   -7742.75
6        1197.91  860.14   225.67   68.97    -2292.95 -1512.47 -5673.42 -383.56  -150.26  -117.61  -15.09   -7792.68
7        1200.16  869.85   220.82   91.69    -2259.46 -1538.87 -5656.74 -400.18  -153.60  -118.73  -13.96   -7759.02
8        1220.02  898.50   213.43   71.51    -2274.64 -1519.55 -5670.04 -359.43  -151.37  -116.38  -15.39   -7703.35
9        1224.35  875.43   220.40   66.14    -2308.93 -1526.30 -5666.57 -387.13  -154.43  -115.31  -15.22   -7787.58
10       1239.03  875.97   230.61   75.77    -2263.94 -1527.74 -5662.62 -402.52  -150.34  -121.42  -14.46   -7721.68
11       1211.52  875.11   220.03   74.80    -2250.91 -1517.05 -5671.02 -387.95  -151.73  -119.94  -16.06   -7733.19
12       1192.53  880.16   212.99   75.94    -2272.51 -1529.15 -5676.08 -391.83  -152.71  -119.80  -14.68   -7795.16
13       1210.76  884.00   238.23   87.93    -2258.90 -1518.23 -5669.28 -401.89  -153.36  -121.91  -15.26   -7717.89
14       1176.12  863.30   222.82   72.64    -2260.49 -1521.31 -5677.43 -405.20  -150.63  -117.48  -14.43   -7812.09
15       1194.43  909.25   220.81   64.66    -2267.89 -1520.54 -5666.54 -416.48  -152.94  -120.63  -14.59   -7770.46
16       1174.80  875.15   218.42   84.31    -2284.66 -1514.93 -5672.47 -405.73  -151.51  -118.57  -15.54   -7810.73
17       1197.62  884.98   225.61   72.09    -2283.19 -1525.33 -5669.00 -377.34  -149.67  -116.67  -15.05   -7755.96
18       1217.72  854.67   220.95   93.59    -2267.59 -1529.94 -5666.85 -404.79  -152.15  -124.46  -14.11   -7772.97
19       1186.17  891.37   203.43   68.33    -2289.68 -1519.86 -5666.45 -393.41  -150.75  -120.06  -14.33   -7805.25
