50 0.067 0.615
51 0.062 0.626
52 0.071 0.661
53 0.064 0.629
54 0.075 0.588
55 0.058 0.546
56 0.076 0.578
57 0.065 0.558
58 0.072 0.601
59 0.053 0.576
60 0.062 0.586
61 0.072 0.558
62 0.061 0.624
63 0.062 0.590
64 0.057 0.531
65 0.071 0.521
66 0.075 0.596
67 0.065 0.601
68 0.061 0.519
69 0.065 0.509
70 0.066 0.538
71 0.056 0.543
72 0.065 0.591
73 0.059 0.562
74 0.059 0.568
75 0.075 0.576
76 0.075 0.546
77 0.067 0.640
78 0.064 0.636
79 0.067 0.578
80 0.065 0.555
81 0.065 0.585
82 0.058 0.671
83 0.061 0.579
84 0.070 0.502
85 0.066 0.561
86 0.066 0.620
87 0.058 0.598
88 0.061 0.604
89 0.061 0.618
90 0.065 0.572
91 0.078 0.611
92 0.072 0.544
93 0.078 0.511
94 0.083 0.617
95 0.063 0.604
96 0.078 0.583
97 0.061 0.596
98 0.066 0.633
99 0.068 0.562
100 0.072 0.558
101 0.070 0.617
102 0.060 0.598
103 0.070 0.612
104 0.064 0.599
105 0.062 0.586
106 0.069 0.585
107 0.056 0.596
108 0.066 0.560
109 0.063 0.552
110 0.053 0.484
111 0.081 0.602
112 0.064 0.614
113 0.070 0.597
114 0.066 0.563
115 0.069 0.590
116 0.060 0.580
117 0.055 0.527
118 0.070 0.574
119 0.061 0.551
120 0.068 0.608
121 0.073 0.579
122 0.079 0.534
123 0.077 0.572
124 0.068 0.560
125 0.071 0.549
126 0.071 0.560
127 0.068 0.569
128 0.065 0.588
129 0.060 0.588
130 0.066 0.624
131 0.071 0.606
132 0.074 0.606
133 0.074 0.586
134 0.057 0.580
135 0.068 0.614
136 0.063 0.597
137 0.066 0.574
138 0.074 0.580
139 0.059 0.623
140 0.070 0.551
141 0.072 0.557
142 0.078 0.671
143 0.077 0.567
144 0.069 0.600
145 0.078 0.634
146 0.078 0.558
147 0.066 0.541
148 0.066 0.582
149 0.057 0.634
150 0.065 0.550
151 0.074 0.583
152 0.063 0.651
153 0.069 0.591
154 0.054 0.537
155 0.064 0.547
156 0.068 0.614
157 0.070 0.599
158 0.059 0.580
159 0.071 0.609
160 0.064 0.581
161 0.075 0.655
162 0.072 0.655
163 0.076 0.545
164 0.071 0.566
165 0.075 0.571
166 0.070 0.600
167 0.066 0.593
168 0.063 0.598
169 0.055 0.545
170 0.081 0.574
171 0.069 0.607
172 0.064 0.614
173 0.071 0.551
174 0.073 0.588
175 0.070 0.583
176 0.061 0.593
177 0.064 0.580
178 0.069 0.567
179 0.068 0.561
180 0.068 0.612
181 0.054 0.625
182 0.071 0.593
183 0.064 0.548
184 0.070 0.585
185 0.062 0.590
186 0.074 0.564
187 0.065 0.556
188 0.057 0.539
189 0.069 0.563
190 0.066 0.544
191 0.060 0.558
192 0.059 0.591
193 0.064 0.582
194 0.063 0.550
195 0.063 0.532
196 0.062 0.569
197 0.074 0.576
198 0.069 0.585
199 0.058 0.539
200 0.058 0.525
201 0.060 0.568
202 0.069 0.578
203 0.054 0.584
204 0.062 0.567
205 0.049 0.501
206 0.065 0.549
207 0.063 0.582
208 0.061 0.668
209 0.075 0.584
210 0.062 0.555
211 0.077 0.567
212 0.074 0.581
213 0.066 0.610
214 0.075 0.592
215 0.069 0.588
216 0.067 0.562
217 0.057 0.573
218 0.071 0.585
219 0.063 0.603
220 0.069 0.683
221 0.077 0.664
222 0.078 0.624
223 0.071 0.627
224 0.072 0.538
225 0.063 0.512
226 0.066 0.560
227 0.076 0.577
228 0.065 0.602
229 0.079 0.525
230 0.073 0.620
231 0.062 0.600
232 0.061 0.601
233 0.063 0.567
234 0.058 0.579
235 0.067 0.527
236 0.069 0.582
237 0.069 0.589
238 0.070 0.554
239 0.063 0.578
240 0.072 0.639
241 0.066 0.603
242 0.059 0.586
243 0.057 0.569
244 0.066 0.575
245 0.070 0.569
246 0.071 0.589
247 0.068 0.598
248 0.069 0.589
249 0.056 0.630
250 0.063 0.632
251 0.061 0.583
252 0.074 0.623
253 0.070 0.630
254 0.070 0.611
255 0.068 0.568
256 0.071 0.633
257 0.068 0.617
258 0.069 0.611
259 0.063 0.545
260 0.078 0.589
261 0.081 0.579
262 0.073 0.577
263 0.064 0.538
264 0.075 0.598
265 0.077 0.588
266 0.072 0.644
267 0.074 0.547
268 0.077 0.619
269 0.069 0.555
270 0.066 0.552
271 0.063 0.576
272 0.065 0.618
273 0.071 0.599
274 0.068 0.550
275 0.061 0.654
276 0.066 0.646
277 0.065 0.566
278 0.067 0.574
279 0.071 0.644
280 0.062 0.523
281 0.060 0.595
282 0.065 0.606
283 0.063 0.585
284 0.063 0.587
285 0.066 0.635
286 0.060 0.551
287 0.072 0.555
288 0.068 0.566
289 0.071 0.562
290 0.068 0.574
291 0.062 0.576
292 0.064 0.608
293 0.062 0.565
294 0.057 0.564
295 0.073 0.625
296 0.066 0.608
297 0.066 0.576
298 0.073 0.595
299 0.068 0.590
