50 0.640 0.244
51 0.654 0.256
52 0.652 0.232
53 0.643 0.259
54 0.663 0.256
55 0.662 0.249
56 0.645 0.256
57 0.649 0.258
58 0.647 0.250
59 0.655 0.250
60 0.654 0.257
61 0.661 0.237
62 0.639 0.234
63 0.663 0.251
64 0.654 0.242
65 0.647 0.209
66 0.641 0.210
67 0.660 0.241
68 0.660 0.237
69 0.660 0.224
70 0.663 0.224
71 0.663 0.231
72 0.658 0.324
73 0.654 0.337
74 0.647 0.321
75 0.649 0.319
76 0.665 0.281
77 0.655 0.227
78 0.650 0.236
79 0.655 0.234
80 0.657 0.234
81 0.670 0.238
82 0.664 0.259
83 0.644 0.281
84 0.665 0.265
85 0.669 0.271
86 0.663 0.265
87 0.670 0.253
88 0.654 0.252
89 0.657 0.238
90 0.664 0.256
91 0.653 0.218
92 0.659 0.263
93 0.657 0.245
94 0.663 0.222
95 0.657 0.254
96 0.646 0.256
97 0.672 0.249
98 0.664 0.242
99 0.666 0.257
100 0.658 0.199
101 0.656 0.283
102 0.662 0.259
103 0.657 0.286
104 0.665 0.226
105 0.676 0.237
106 0.645 0.238
107 0.658 0.254
108 0.667 0.264
109 0.658 0.232
110 0.661 0.237
111 0.657 0.268
112 0.659 0.238
113 0.660 0.235
114 0.660 0.247
115 0.656 0.259
116 0.651 0.235
117 0.656 0.254
118 0.660 0.248
119 0.657 0.249
120 0.654 0.263
121 0.670 0.288
122 0.662 0.297
123 0.656 0.286
124 0.647 0.321
125 0.648 0.226
126 0.659 0.280
127 0.654 0.208
128 0.660 0.215
129 0.645 0.239
130 0.667 0.218
131 0.661 0.218
132 0.662 0.219
133 0.657 0.221
134 0.659 0.209
135 0.659 0.205
136 0.661 0.216
137 0.651 0.228
138 0.658 0.216
139 0.656 0.233
140 0.652 0.215
141 0.655 0.231
142 0.657 0.226
143 0.665 0.221
144 0.669 0.198
145 0.662 0.227
146 0.643 0.181
147 0.664 0.209
148 0.641 0.221
149 0.665 0.214
150 0.663 0.207
151 0.658 0.211
152 0.665 0.224
153 0.659 0.220
154 0.660 0.236
155 0.669 0.217
156 0.661 0.218
157 0.668 0.211
158 0.676 0.220
159 0.658 0.230
160 0.657 0.203
161 0.669 0.238
162 0.645 0.219
163 0.656 0.209
164 0.645 0.204
165 0.669 0.233
166 0.671 0.228
167 0.663 0.241
168 0.661 0.247
169 0.666 0.205
170 0.663 0.205
171 0.663 0.217
172 0.661 0.209
173 0.657 0.207
174 0.652 0.193
175 0.669 0.216
176 0.665 0.228
177 0.659 0.209
178 0.658 0.203
179 0.654 0.195
180 0.655 0.217
181 0.652 0.217
182 0.659 0.220
183 0.657 0.221
184 0.659 0.226
185 0.663 0.211
186 0.672 0.229
187 0.661 0.273
188 0.663 0.225
189 0.660 0.221
190 0.670 0.243
191 0.660 0.218
192 0.660 0.205
193 0.652 0.199
194 0.656 0.186
195 0.664 0.207
196 0.660 0.206
197 0.651 0.176
198 0.675 0.196
199 0.660 0.206
200 0.663 0.175
201 0.651 0.194
202 0.663 0.201
203 0.657 0.277
204 0.670 0.290
205 0.652 0.336
206 0.686 0.290
207 0.665 0.299
208 0.646 0.316
209 0.666 0.321
210 0.660 0.289
211 0.663 0.308
212 0.644 0.310
213 0.658 0.308
214 0.658 0.289
215 0.660 0.298
216 0.644 0.320
217 0.668 0.271
218 0.674 0.303
219 0.672 0.320
220 0.671 0.309
221 0.650 0.322
222 0.658 0.319
223 0.644 0.277
224 0.671 0.287
225 0.654 0.313
226 0.658 0.296
227 0.673 0.308
228 0.651 0.302
229 0.648 0.309
230 0.659 0.298
231 0.664 0.303
232 0.664 0.276
233 0.649 0.338
234 0.664 0.290
235 0.655 0.309
236 0.650 0.284
237 0.663 0.292
238 0.650 0.248
239 0.663 0.290
240 0.655 0.317
241 0.674 0.294
242 0.666 0.282
243 0.670 0.294
244 0.646 0.308
245 0.657 0.286
246 0.661 0.317
247 0.664 0.290
248 0.660 0.277
249 0.673 0.306
250 0.668 0.288
251 0.672 0.296
252 0.665 0.294
253 0.673 0.278
254 0.659 0.325
255 0.661 0.328
256 0.659 0.319
257 0.668 0.287
258 0.655 0.337
259 0.661 0.328
260 0.653 0.341
261 0.664 0.310
262 0.656 0.313
263 0.667 0.314
264 0.673 0.324
265 0.654 0.315
266 0.670 0.301
267 0.667 0.348
268 0.652 0.316
269 0.663 0.296
270 0.670 0.315
271 0.658 0.297
272 0.666 0.305
273 0.676 0.328
274 0.667 0.271
275 0.657 0.309
276 0.660 0.304
277 0.658 0.304
278 0.662 0.372
279 0.663 0.293
280 0.671 0.281
281 0.660 0.380
282 0.653 0.317
283 0.659 0.299
284 0.669 0.272
285 0.659 0.295
286 0.656 0.237
287 0.675 0.225
288 0.666 0.239
289 0.674 0.238
290 0.668 0.209
291 0.669 0.238
292 0.661 0.220
293 0.675 0.229
294 0.679 0.231
295 0.672 0.229
296 0.668 0.233
297 0.663 0.231
298 0.660 0.213
299 0.669 0.227
