50 0.526 0.327
51 0.514 0.368
52 0.536 0.352
53 0.516 0.375
54 0.505 0.344
55 0.515 0.353
56 0.520 0.353
57 0.509 0.373
58 0.527 0.359
59 0.523 0.347
60 0.529 0.360
61 0.519 0.308
62 0.527 0.341
63 0.523 0.365
64 0.529 0.337
65 0.508 0.363
66 0.524 0.365
67 0.524 0.334
68 0.517 0.345
69 0.517 0.376
70 0.515 0.358
71 0.526 0.367
72 0.531 0.350
73 0.520 0.359
74 0.533 0.338
75 0.527 0.385
76 0.519 0.330
77 0.536 0.348
78 0.538 0.325
79 0.513 0.320
80 0.531 0.359
81 0.522 0.358
82 0.522 0.338
83 0.520 0.359
84 0.529 0.342
85 0.518 0.372
86 0.502 0.374
87 0.512 0.336
88 0.517 0.337
89 0.499 0.339
90 0.529 0.355
91 0.521 0.356
92 0.514 0.321
93 0.513 0.354
94 0.513 0.354
95 0.521 0.346
96 0.521 0.327
97 0.532 0.332
98 0.514 0.396
99 0.518 0.389
100 0.519 0.382
101 0.525 0.435
102 0.526 0.296
103 0.534 0.313
104 0.533 0.334
105 0.535 0.321
106 0.525 0.321
107 0.536 0.355
108 0.523 0.364
109 0.525 0.386
110 0.529 0.408
111 0.516 0.393
112 0.520 0.393
113 0.507 0.429
114 0.524 0.369
115 0.521 0.405
116 0.532 0.413
117 0.524 0.426
118 0.529 0.379
119 0.519 0.388
120 0.501 0.391
121 0.512 0.418
122 0.526 0.398
123 0.511 0.418
124 0.517 0.417
125 0.554 0.404
126 0.523 0.399
127 0.519 0.395
128 0.504 0.379
129 0.517 0.400
130 0.527 0.423
131 0.535 0.358
132 0.529 0.392
133 0.526 0.420
134 0.517 0.401
135 0.526 0.442
136 0.529 0.399
137 0.511 0.466
138 0.525 0.431
139 0.519 0.425
140 0.526 0.388
141 0.527 0.433
142 0.519 0.347
143 0.520 0.375
144 0.522 0.375
145 0.528 0.429
146 0.528 0.418
147 0.524 0.433
148 0.521 0.390
149 0.515 0.375
150 0.506 0.410
151 0.529 0.386
152 0.516 0.384
153 0.502 0.378
154 0.526 0.409
155 0.525 0.399
156 0.527 0.426
157 0.524 0.395
158 0.525 0.391
159 0.526 0.401
160 0.530 0.392
161 0.516 0.411
162 0.512 0.430
163 0.513 0.399
164 0.520 0.429
165 0.523 0.409
166 0.528 0.389
167 0.524 0.382
168 0.537 0.379
169 0.520 0.421
170 0.526 0.395
171 0.511 0.403
172 0.521 0.392
173 0.514 0.400
174 0.507 0.365
175 0.525 0.443
176 0.531 0.438
177 0.521 0.404
178 0.528 0.384
179 0.531 0.378
180 0.509 0.382
181 0.525 0.328
182 0.529 0.418
183 0.516 0.393
184 0.516 0.412
185 0.532 0.399
186 0.502 0.459
187 0.549 0.432
188 0.504 0.456
189 0.512 0.459
190 0.507 0.444
191 0.540 0.431
192 0.513 0.453
193 0.533 0.459
194 0.517 0.472
195 0.518 0.461
196 0.513 0.455
197 0.522 0.480
198 0.521 0.456
199 0.517 0.478
200 0.513 0.457
201 0.502 0.462
202 0.532 0.467
203 0.512 0.479
204 0.511 0.461
205 0.522 0.434
206 0.510 0.441
207 0.512 0.443
208 0.523 0.403
209 0.529 0.449
210 0.528 0.449
211 0.512 0.444
212 0.515 0.458
213 0.500 0.464
214 0.529 0.451
215 0.514 0.441
216 0.503 0.464
217 0.516 0.458
218 0.516 0.416
219 0.520 0.500
220 0.510 0.447
221 0.526 0.494
222 0.517 0.482
223 0.526 0.460
224 0.539 0.435
225 0.513 0.446
226 0.536 0.451
227 0.542 0.435
228 0.530 0.430
229 0.513 0.450
230 0.539 0.440
231 0.514 0.458
232 0.520 0.365
233 0.504 0.496
234 0.528 0.473
235 0.535 0.439
236 0.523 0.416
237 0.516 0.487
238 0.517 0.442
239 0.516 0.446
240 0.532 0.483
241 0.517 0.460
242 0.529 0.430
243 0.540 0.431
244 0.528 0.431
245 0.535 0.419
246 0.538 0.374
247 0.532 0.412
248 0.526 0.395
249 0.543 0.428
250 0.528 0.431
251 0.510 0.461
252 0.523 0.443
253 0.519 0.390
254 0.514 0.448
255 0.535 0.423
256 0.523 0.403
257 0.533 0.413
258 0.517 0.434
259 0.532 0.416
260 0.526 0.435
261 0.525 0.469
262 0.521 0.468
263 0.514 0.458
264 0.506 0.428
265 0.514 0.436
266 0.499 0.476
267 0.507 0.468
268 0.530 0.454
269 0.523 0.465
270 0.523 0.474
271 0.537 0.435
272 0.523 0.485
273 0.522 0.446
274 0.507 0.439
275 0.506 0.427
276 0.508 0.426
277 0.507 0.428
278 0.521 0.413
279 0.504 0.422
280 0.511 0.428
281 0.506 0.419
282 0.505 0.388
283 0.519 0.404
284 0.529 0.393
285 0.508 0.406
286 0.517 0.431
287 0.506 0.412
288 0.507 0.387
289 0.515 0.412
290 0.513 0.425
291 0.504 0.444
292 0.518 0.397
293 0.512 0.419
294 0.513 0.417
295 0.510 0.399
296 0.518 0.432
297 0.531 0.434
298 0.500 0.441
299 0.498 0.425
