Steps    Con      Chain    Chi      Excluded Rama     Contact  Fragment Beta     Pap      Helical  DH       Total   
0        1156.85  878.41   222.44   68.94    -2272.56 -1493.54 -5678.42 -409.39  -154.96  -122.39  -14.95   -7819.56
1        1153.26  893.91   224.18   66.61    -2289.77 -1483.12 -5663.95 -406.25  -151.20  -114.93  -14.55   -7785.79
2        1156.65  881.10   216.48   76.45    -2283.32 -1490.20 -5664.42 -406.77  -153.80  -117.49  -14.11   -7799.43
3        1194.06  864.47   206.05   75.94    -2236.54 -1495.32 -5673.68 -402.97  -153.59  -116.62  -14.28   -7752.48
4        1229.76  864.15   214.96   82.27    -2274.71 -1479.94 -5676.50 -414.66  -152.54  -117.66  -14.49   -7739.36
5        1213.08  867.46   209.49   83.34    -2238.82 -1488.90 -5667.15 -397.58  -153.28  -124.20  -14.17   -7710.73
6        1197.22  864.61   223.05   65.33    -2285.91 -1476.82 -5680.25 -404.07  -151.36  -119.32  -15.01   -7782.55
7        1203.63  869.07   222.92   88.61    -2257.84 -1493.13 -5660.15 -419.14  -154.40  -119.47  -13.45   -7733.34
8        1214.06  893.57   214.52   70.42    -2257.12 -1496.77 -5672.68 -378.92  -152.19  -118.80  -14.48   -7698.39
9        1225.65  874.48   221.53   66.73    -2297.25 -1499.67 -5672.60 -397.31  -154.03  -117.49  -15.08   -7765.03
10       1241.82  872.07   234.32   74.61    -2262.10 -1499.14 -5661.37 -416.51  -152.04  -122.91  -15.35   -7706.61
11       1217.28  872.50   222.95   75.40    -2241.19 -1490.05 -5668.21 -399.74  -154.36  -120.06  -15.08   -7700.55
12       1188.86  872.73   208.67   74.49    -2256.31 -1505.50 -5667.12 -416.67  -153.47  -120.88  -14.74   -7789.94
13       1210.09  890.23   235.37   83.99    -2252.97 -1476.46 -5673.80 -400.73  -155.04  -123.51  -15.05   -7677.87
14       1176.79  863.74   219.37   70.69    -2258.86 -1488.02 -5682.67 -420.17  -152.04  -117.87  -14.81   -7803.85
15       1197.98  911.64   222.45   62.91    -2264.34 -1485.40 -5668.09 -430.59  -155.47  -122.19  -14.45   -7745.55
16       1176.67  880.24   218.45   83.92    -2266.88 -1476.72 -5670.33 -420.60  -152.63  -118.53  -14.49   -7760.91
17       1193.16  883.81   225.36   70.67    -2270.64 -1489.83 -5669.89 -399.45  -151.85  -118.06  -14.11   -7740.83
18       1215.19  851.73   216.97   93.16    -2263.36 -1494.28 -5667.80 -417.94  -154.02  -123.46  -14.05   -7757.84
19       1193.32  888.03   206.20   67.50    -2277.79 -1486.28 -5665.53 -399.17  -151.61  -120.73  -13.99   -7760.05
