Steps    Con      Chain    Chi      Excluded Rama     Contact  Fragment Beta     Pap      Helical  DH       Total   
0        1153.56  882.16   221.86   69.42    -2274.36 -1491.77 -5677.81 -389.17  -154.03  -124.46  -14.95   -7799.55
1        1149.37  896.30   225.18   66.51    -2291.86 -1480.28 -5663.69 -385.09  -149.51  -117.10  -14.55   -7764.70
2        1158.60  878.14   217.42   76.56    -2286.89 -1488.34 -5665.60 -388.41  -152.16  -118.72  -14.11   -7783.49
3        1195.00  870.86   206.28   76.03    -2239.99 -1495.38 -5676.26 -383.23  -151.91  -118.16  -14.28   -7731.05
4        1229.63  864.53   215.94   82.20    -2277.38 -1477.66 -5678.26 -393.95  -150.23  -120.20  -14.49   -7719.88
5        1216.71  865.92   210.17   82.03    -2243.52 -1486.80 -5671.22 -378.85  -150.04  -126.01  -14.17   -7695.78
6        1196.61  859.42   224.12   65.04    -2288.76 -1476.48 -5681.43 -380.59  -150.26  -119.51  -15.01   -7766.85
7        1205.88  869.97   224.24   88.60    -2259.19 -1491.26 -5661.66 -399.92  -152.59  -122.26  -13.45   -7711.65
8        1218.97  894.87   216.02   70.42    -2255.49 -1493.67 -5673.61 -361.15  -151.37  -121.27  -14.48   -7670.76
9        1231.53  874.92   222.65   66.47    -2300.42 -1498.10 -5675.86 -375.05  -152.41  -120.69  -15.08   -7742.03
10       1244.88  876.35   232.45   74.47    -2264.87 -1494.59 -5665.36 -396.47  -150.17  -125.73  -15.35   -7684.39
11       1218.30  871.68   222.46   73.52    -2243.95 -1489.48 -5669.77 -379.57  -151.73  -121.96  -15.08   -7685.56
12       1193.43  873.29   210.18   75.28    -2255.34 -1504.54 -5666.42 -406.83  -152.70  -122.37  -14.74   -7770.77
13       1211.47  892.23   236.38   84.46    -2255.62 -1478.44 -5677.61 -380.86  -152.63  -125.71  -15.05   -7661.37
14       1179.05  862.51   219.79   70.67    -2261.53 -1486.35 -5684.16 -397.88  -150.63  -119.49  -14.81   -7782.83
15       1206.35  911.14   222.31   63.08    -2266.02 -1483.25 -5669.62 -406.57  -152.94  -123.10  -14.45   -7713.07
16       1178.36  878.11   216.48   82.51    -2269.78 -1475.01 -5673.00 -400.80  -151.51  -120.27  -14.49   -7749.41
17       1193.05  884.54   225.74   70.65    -2271.08 -1491.57 -5672.65 -378.75  -149.67  -120.46  -14.11   -7724.30
18       1216.71  858.57   218.75   92.84    -2259.86 -1491.55 -5669.85 -397.52  -152.15  -125.92  -14.05   -7724.04
19       1190.92  888.70   204.96   67.14    -2279.51 -1481.53 -5669.58 -380.45  -150.74  -123.20  -13.99   -7747.29
